for,21116,0
mailer,2659,0
center,5393,0
exchange,5862,0
transfer,5394,0
form,535,0
msmbx01v,2365,0
charset,5542,0
cdt,3006,0
windows,1515,0
168,10644,0
content,22432,0
3,7796,0
2,14164,0
1,25745,0
http,23300,0
5,20119,0
4,20659,0
8,15203,0
mime,5325,0
19,3819,0
subject,5744,0
line,684,0
greg,202,0
16,3997,0
nahou,20888,0
version,4886,0
printable,1592,0
encoding,5217,0
reply,2715,0
08,2348,0
09,2291,0
226,1888,0
a,39120,0
esmtp,11926,0
n,3846,0
04,2776,0
wed,4385,0
0500,4367,0
05,2603,0
06,7590,0
01,3492,0
02,2655,0
03,2571,0
10,5826,0
gmt,365,0
whalley,233,0
2001,15233,0
x,10390,0
to,32608,0
0800,6073,0
unverified,5180,0
110,10536,0
multipart,2770,0
normal,1907,0
smtpsvc,10682,0
type,10583,0
boundary,2578,0
192,10629,0
2195,10411,0
enron,63263,0
0600,13598,0
priority,3370,0
head,3213,0
text,8464,0
white,335,0
alternative,2329,0
napdx,1891,0
237,5332,0
msmail,1415,0
1600,1494,0
mailman,12018,0
55,1333,0
www,9323,0
corp,36005,0
mscnx06p,10326,0
with,29627,0
quoted,1597,0
smtprs,5163,0
technologies,5548,0
51,1285,0
html,10170,0
smtp,959,0
info,2088,0
26,2431,0
7,4876,0
asp,2005,0
18,4036,0
15,4248,0
176,211,0
express,1469,0
12,4997,0
_,1505,0
f,4980,0
98,283,0
g,5890,0
e,7689,0
request,155,0
outlook,1282,0
co,2555,0
57,1212,0
56,1203,0
49,1394,0
48,1501,0
in,16027,0
52,1686,0
50,2130,0
need,928,0
else,59,0
iso,2499,0
200,1057,0
27,2406,0
system,864,0
price,2106,0
6,4709,0
each,466,0
we,5010,0
net,11216,0
20,8625,0
8859,1848,0
do,1542,0
site,753,0
b,26448,0
c,3393,0
o,5344,0
us,4305,0
07,2362,0
00,6659,0
matt,525,0
produced,1121,0
u,2314,0
v6,917,0
having,144,0
reports,113,0
executive,96,0
got,255,0
59,1403,0
name,2349,0
plain,3098,0
all,3300,0
law,64,0
46,1378,0
you,11371,0
our,4473,0
out,1642,0
open,168,0
file,260,0
on,5834,0
move,314,0
org,869,0
ascii,1653,0
my,1577,0
point,1174,0
mimeole,1829,0
buy,452,0
every,358,0
together,128,0
more,2154,0
here,2097,0
called,61,0
have,3537,0
full,485,0
it,3757,0
check,485,0
around,197,0
first,433,0
34,1489,0
39,1356,0
0700,581,0
43,1330,0
42,1359,0
41,1291,0
24,3387,0
9,4672,0
11,14179,0
100,2572,0
d,2972,0
t,3958,0
45,1501,0
jeff,141,0
36,1511,0
33,1337,0
38,1339,0
31,2104,0
dasovich,125,0
40,1614,0
22,4489,0
207,236,0
28,2223,0
29,2293,0
30,2998,0
32,1744,0
17,3816,0
w,2144,0
r,3045,0
y,3440,0
email,3085,0
area,763,0
top,1794,0
47,1308,0
mailto,446,0
53,1323,0
build,337,0
no,3016,0
thu,4422,0
21,3693,0
0000,1854,0
63,910,0
base64,393,0
ect,1416,0
over,1284,0
l,4026,0
m,3680,0
v,2306,0
p,14675,0
and,24931,0
related,484,0
required,228,0
37,1410,0
urn,214,0
really,172,0
office,989,0
7bit,2218,0
prices,859,0
23,3851,0
13,3772,0
great,509,0
54,1342,0
million,519,0
tuesday,128,0
less,308,0
president,237,0
said,167,0
35,1497,0
forward,1549,0
interest,639,0
how,563,0
25,2890,0
give,247,0
i,6975,0
both,387,0
after,574,0
amount,123,0
would,668,0
be,7225,0
so,1278,0
through,1116,0
business,1300,0
response,122,0
44,1473,0
which,1616,0
an,2718,0
there,899,0
very,726,0
of,23866,0
are,5651,0
or,7241,0
like,778,0
create,232,0
will,2831,0
upon,178,0
looking,1364,0
money,1088,0
probably,22,0
me,1126,0
but,1301,0
release,388,0
this,11784,0
share,229,0
if,2487,0
able,333,0
acceptance,259,0
is,10906,0
your,6506,0
agreement,326,0
into,765,0
the,35487,0
hotmail,568,0
found,163,0
richard,358,0
66,589,0
re,1357,0
shapiro,167,0
64,741,0
party,477,0
time,2049,0
these,1743,0
number,768,0
before,866,0
made,881,0
interested,170,0
could,912,0
current,806,0
may,5332,0
224,2928,0
new,2761,0
including,871,0
days,671,0
s,8951,0
what,877,0
2000,262,0
long,484,0
march,228,0
future,1432,0
any,2587,0
internet,1061,0
does,659,0
set,279,0
today,1044,0
at,3877,0
as,5397,0
still,205,0
expected,289,0
report,1828,0
weekend,158,0
only,1777,0
services,918,0
regarding,208,0
board,252,0
third,331,0
include,678,0
plans,345,0
products,1189,0
trading,284,0
product,878,0
additional,345,0
within,2143,0
last,432,0
monday,215,0
since,414,0
prior,371,0
action,450,0
such,1137,0
corporate,242,0
watson,297,0
believe,379,0
was,1433,0
while,309,0
real,511,0
affiliate,122,0
below,471,0
read,497,0
messaging,573,0
those,613,0
important,211,0
also,852,0
its,1695,0
although,60,0
place,460,0
international,681,0
own,541,0
next,830,0
use,949,0
best,942,0
kimberly,275,0
news,1863,0
material,612,0
up,1601,0
part,1207,0
week,454,0
terms,604,0
must,606,0
that,6219,0
than,855,0
due,661,0
trade,599,0
about,1391,0
sun,4707,0
above,392,0
four,228,0
months,260,0
service,1344,0
provided,675,0
server,657,0
operations,138,0
0400,841,0
stock,1217,0
information,2458,0
not,4728,0
say,270,0
years,428,0
some,655,0
might,369,0
according,113,0
sell,445,0
should,840,0
based,1017,0
send,658,0
been,1395,0
please,2128,0
market,1045,0
company,4493,0
even,471,0
currently,300,0
details,422,0
term,307,0
continue,320,0
aug,3543,0
under,426,0
58,1223,0
user,589,0
14,4009,0
doc,20,0
ca,1113,0
jan,3001,0
get,1443,0
online,852,0
fri,4216,0
needed,292,0
k,4091,0
h,3179,0
500,979,0
mail,2746,0
andy,190,0
high,742,0
linda,7,0
localhost,223,0
mary,109,0
65,1197,0
find,418,0
thanks,369,0
try,289,0
look,407,0
back,360,0
77,1438,0
has,2293,0
had,462,0
70,513,0
natural,284,0
feel,351,0
now,1640,0
wanted,101,0
wish,579,0
between,176,0
offer,680,0
michelle,307,0
sat,4076,0
208,275,0
j,4730,0
steven,38,0
limited,545,0
until,217,0
pay,309,0
many,1051,0
ms,1358,0
way,1536,0
don,493,0
year,708,0
much,302,0
via,352,0
home,818,0
click,998,0
return,771,0
path,534,0
kevin,533,0
free,984,0
come,356,0
order,624,0
chris,379,0
access,417,0
v5,118,0
aol,435,0
call,261,0
parks,366,0
getting,77,0
joe,378,0
just,797,0
taking,120,0
see,727,0
class,4875,0
east,132,0
tx,402,0
good,477,0
st,1018,0
using,270,0
lynn,8,0
ed,901,0
sender,586,0
am,459,0
off,422,0
eric,145,0
ll,419,0
california,145,0
ve,540,0
cost,338,0
cash,322,0
other,1414,0
view,421,0
big,254,0
yet,118,0
deal,134,0
key,229,0
talk,81,0
anything,118,0
davis,339,0
because,344,0
special,678,0
john,214,0
yes,165,0
lavorato,142,0
charge,76,0
ask,98,0
another,219,0
start,260,0
delivery,204,0
link,756,0
most,596,0
classes,128,0
harry,249,0
who,650,0
longer,166,0
public,835,0
dl,81,0
tom,149,0
60,609,0
853,8,0
phone,515,0
january,239,0
regards,369,0
customer,530,0
she,254,0
along,88,0
go,1695,0
web,526,0
shelley,180,0
can,2251,0
corman,174,0
take,705,0
they,916,0
receiving,263,0
them,460,0
marketing,426,0
when,676,0
sure,106,0
one,2570,0
list,741,0
ip,310,0
2002,15344,0
rick,163,0
228,914,0
172,170,0
her,368,0
working,151,0
where,298,0
well,356,0
notice,250,0
elizabeth,22,0
likely,34,0
jay,142,0
possible,255,0
help,402,0
thank,272,0
sent,425,0
hr,266,0
recent,226,0
kay,132,0
day,899,0
recieved,1412,0
mon,4540,0
further,432,0
times,1046,0
yesterday,22,0
make,861,0
america,319,0
second,191,0
going,362,0
kitchen,6,0
people,309,0
he,864,0
tue,4084,0
west,182,0
inline,58,0
mixed,127,0
disposition,71,0
meet,131,0
want,598,0
martin,224,0
without,470,0
position,594,0
per,778,0
updated,49,0
letter,240,0
state,302,0
hi,239,0
few,356,0
document,172,0
think,146,0
early,131,0
000,930,0
given,185,0
support,289,0
month,321,0
language,552,0
were,502,0
making,112,0
address,587,0
group,248,0
216,367,0
understand,48,0
their,1077,0
right,1046,0
q,1927,0
resources,136,0
unsubscribe,356,0
short,264,0
clear,283,0
control,159,0
industry,623,0
options,138,0
mark,517,0
review,367,0
left,1454,0
cc,1221,0
nt,193,0
manager,185,0
value,699,0
add,184,0
customers,467,0
available,537,0
data,347,0
sales,332,0
problems,133,0
default,479,0
management,435,0
thread,107,0
dan,21,0
done,83,0
index,435,0
status,234,0
susan,136,0
hour,133,0
same,394,0
december,276,0
note,216,0
inc,2574,0
anderson,74,0
street,87,0
345,15,0
soon,225,0
account,705,0
his,690,0
directly,162,0
mike,363,0
case,192,0
ok,107,0
then,518,0
heard,43,0
already,214,0
know,495,0
night,217,0
smith,492,0
being,480,0
direct,194,0
approval,95,0
alan,10,0
etc,225,0
larry,60,0
craig,157,0
receipt,145,0
payment,173,0
again,231,0
little,281,0
credit,339,0
rate,219,0
page,291,0
error,49,0
paul,333,0
keep,209,0
questions,133,0
rob,21,0
put,124,0
him,236,0
team,358,0
during,202,0
website,252,0
asked,105,0
hard,193,0
change,373,0
andrew,28,0
visit,711,0
log,45,0
run,105,0
cannot,87,0
however,141,0
person,153,0
did,196,0
work,303,0
iii,270,0
williams,429,0
bill,383,0
unknown,126,0
total,264,0
companies,1013,0
transmission,132,0
source,452,0
rights,175,0
individual,106,0
risk,390,0
past,416,0
wednesday,90,0
necessary,262,0
states,475,0
legal,156,0
complete,313,0
general,187,0
director,225,0
costs,93,0
process,322,0
program,377,0
needs,176,0
attached,103,0
network,309,0
application,150,0
added,210,0
london,111,0
weeks,255,0
san,301,0
end,336,0
post,161,0
issue,119,0
power,466,0
jim,114,0
government,192,0
told,46,0
dean,164,0
fax,184,0
immediately,138,0
hope,181,0
confidential,114,0
used,338,0
late,157,0
receive,498,0
urgent,72,0
approved,144,0
ken,15,0
lay,23,0
lisa,145,0
taylor,230,0
michael,235,0
several,117,0
provide,348,0
slinger,79,0
ryan,91,0
once,195,0
leave,54,0
morning,102,0
texas,126,0
europe,168,0
september,63,0
held,124,0
says,98,0
pm,55,0
november,100,0
later,106,0
filename,151,0
major,332,0
two,688,0
global,196,0
august,54,0
thursday,110,0
meeting,47,0
something,115,0
financial,250,0
better,259,0
development,310,0
tomorrow,36,0
importance,138,0
jennifer,30,0
hours,402,0
copy,105,0
steve,124,0
contact,553,0
frank,89,0
numbers,185,0
original,287,0
world,569,0
result,108,0
members,220,0
included,144,0
staff,96,0
800,257,0
following,197,0
central,70,0
north,203,0
addition,117,0
transactions,58,0
sign,119,0
daily,379,0
plan,140,0
october,63,0
listed,86,0
things,115,0
sole,38,0
let,225,0
national,346,0
thought,54,0
kim,16,0
daniel,8,0
least,96,0
doing,47,0
job,136,0
latest,112,0
jones,61,0
everyone,115,0
three,293,0
james,60,0
kenneth,14,0
city,285,0
doug,4,0
period,104,0
against,91,0
afternoon,28,0
mar,2723,0
houston,159,0
points,96,0
deals,256,0
bert,97,0
meyers,93,0
scott,24,0
non,141,0
someone,70,0
project,338,0
oil,560,0
close,110,0
friday,235,0
gas,1585,0
energy,798,0
changes,110,0
follow,137,0
property,83,0
potential,290,0
fw,46,0
firm,58,0
too,238,0
authorized,25,0
owner,120,0
administration,29,0
713,24,0
discuss,42,0
david,143,0
sara,8,0
messages,51,0
sep,2614,0
recipient,102,0
2653,20,0
thomas,42,0
markets,290,0
commercial,96,0
distribution,127,0
others,227,0
contracts,56,0
contain,28,0
february,136,0
whether,58,0
lot,73,0
kelly,19,0
final,98,0
cell,107,0
anyone,45,0
brown,102,0
down,117,0
outside,34,0
earlier,45,0
guys,39,0
trying,29,0
desk,43,0
strictly,40,0
otherwise,26,0
requested,29,0
copyright,71,0
update,146,0
summary,19,0
american,174,0
william,23,0
comments,17,0
copies,31,0
draft,17,0
disclosure,15,0
affiliates,28,0
washington,115,0
coming,61,0
schedules,16,0
york,175,0
dave,17,0
contract,156,0
south,176,0
effective,208,0
george,29,0
tim,490,0
dec,2375,0
anonymous,6,0
standard,93,0
prohibited,24,0
employees,58,0
policy,105,0
stephen,14,0
bob,10,0
sheila,2,0
msmbx05v,39,0
robert,61,0
conference,197,0
commission,117,0
2966,8841,0
question,59,0
relevant,37,0
issues,109,0
privileged,10,0
awarded,22,0
july,72,0
laura,6,0
allen,14,0
johnson,56,0
proposed,36,0
peter,66,0
schedule,35,0
capacity,15,0
feb,2404,0
purchase,332,0
topic,28,0
miller,18,0
far,70,0
harris,12,0
ancillary,18,0
electric,88,0
jeffrey,12,0
4712,2,0
xls,1,0
646,11,0
either,133,0
jr,32,0
follows,8,0
txt,9,0
basis,50,0
msmbx07v,420,0
relied,3,0
gary,13,0
binary,18,0
june,153,0
senior,27,0
stephanie,8,0
employee,10,0
evidence,9,0
nelson,14,0
decision,60,0
brian,20,0
louise,4,0
cst,2222,0
committee,15,0
oct,2154,0
scheduled,19,0
msmbx03v,1472,0
intended,25,0
delete,32,0
attachments,4,0
changed,40,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,15,0
binding,21,0
msapp01s,36,0
pete,1,0
nov,2594,0
portland,55,0
randy,7,0
attachment,10,0
jason,18,0
blair,4,0
ferc,65,0
pipeline,2,0
brad,18,0
revised,5,0
stacey,2,0
msmsw06p,615,0
msmsw04p,3798,0
msmsw05p,2877,0
scheduling,3,0
correlator,4,0
tnef,4,0
attach,6,0
karen,4,0
discussed,6,0
fyi,2,0
detected,2,0
hereto,6,0
4418,1,0
need,1223,1
fw,1113,1
35,897,1
39,1283,1
thanks,1324,1
thread,4702,1
40,1014,1
copy,402,1
else,207,1
correlator,2396,1
under,802,1
companies,938,1
25,2361,1
he,2982,1
26,2304,1
168,5078,1
29,1638,1
content,15565,1
1,16768,1
6,3384,1
5,11587,1
4,8406,1
review,774,1
we,5179,1
john,2756,1
17,3038,1
use,1027,1
15,3292,1
20,2653,1
classes,2458,1
may,2320,1
a,28002,1
back,985,1
l,3190,1
01,4306,1
produced,2655,1
i,9489,1
yes,856,1
10,6281,1
713,1297,1
v6,2554,1
p,6553,1
original,2679,1
doc,714,1
2001,15180,1
comments,493,1
x,12448,1
week,2003,1
to,39990,1
harry,273,1
110,4918,1
smtpsvc,5528,1
has,5942,1
who,1351,1
sender,578,1
would,2573,1
any,3272,1
jan,2382,1
be,7114,1
index,2895,1
text,4772,1
intended,863,1
and,23903,1
urn,2467,1
email,1655,1
cc,2206,1
1600,319,1
can,2199,1
re,2737,1
corp,21765,1
fri,2471,1
response,228,1
65,464,1
plain,3965,1
confidential,413,1
853,457,1
you,8817,1
mailto,1372,1
anything,233,1
am,2240,1
our,2204,1
they,2097,1
for,15905,1
info,335,1
of,23834,1
are,5680,1
on,9983,1
exchange,3911,1
topic,2328,1
information,1556,1
transfer,3639,1
or,6913,1
msmbx01v,4397,1
4418,187,1
questions,869,1
now,1162,1
them,833,1
pm,1860,1
mime,3816,1
binary,2307,1
subject,7103,1
tnef,2396,1
nahou,14081,1
version,4158,1
thank,585,1
encoding,3523,1
contracts,577,1
me,1975,1
tuesday,1022,1
ena,398,1
trading,1275,1
just,997,1
let,999,1
ms,5016,1
return,4262,1
0500,4913,1
attach,2432,1
attached,825,1
account,353,1
mimeole,2823,1
but,2635,1
send,680,1
individual,170,1
him,610,1
type,5321,1
192,5292,1
2195,5446,1
sent,3007,1
enron,67010,1
please,3146,1
when,1225,1
contract,1092,1
class,4915,1
here,971,1
msmbx05v,557,1
company,3391,1
this,7868,1
call,1285,1
have,5671,1
june,246,1
currently,320,1
while,702,1
if,4348,1
path,3933,1
find,424,1
with,16798,1
is,10617,1
it,6196,1
error,752,1
your,3970,1
agreement,1132,1
the,52367,1
in,17171,1
know,1471,1
their,1521,1
energy,3463,1
don,1011,1
kim,363,1
dave,378,1
customer,312,1
38,1388,1
over,1194,1
year,1578,1
williams,850,1
mon,3000,1
number,644,1
kitchen,675,1
3,6229,1
2,8695,1
system,675,1
7,3270,1
9,4341,1
each,534,1
8,9115,1
view,415,1
big,454,1
made,556,1
greg,706,1
desk,227,1
11,7570,1
12,4166,1
numbers,294,1
current,454,1
c,3581,1
smith,948,1
come,347,1
m,3602,1
t,4835,1
both,476,1
doug,360,1
priority,858,1
friday,861,1
period,329,1
that,9594,1
cash,695,1
day,1348,1
set,502,1
55,684,1
steven,587,1
well,758,1
following,699,1
all,3095,1
top,1089,1
49,676,1
at,6080,1
as,6098,1
000,1003,1
months,344,1
an,4008,1
off,830,1
54,636,1
high,789,1
very,602,1
out,1632,1
william,369,1
via,342,1
no,2094,1
louise,783,1
iii,469,1
page,503,1
commercial,242,1
move,315,1
million,1249,1
others,343,1
done,277,1
did,615,1
rob,268,1
not,4820,1
will,5673,1
month,509,1
david,1497,1
position,391,1
put,397,1
options,324,1
my,1371,1
additional,364,1
within,320,1
based,791,1
monday,1051,1
request,634,1
action,383,1
power,2439,1
july,285,1
required,300,1
robert,1095,1
market,1856,1
even,491,1
management,789,1
one,1813,1
was,3492,1
steve,1166,1
east,219,1
receive,640,1
rick,582,1
into,1121,1
list,1263,1
offer,573,1
deals,354,1
two,1083,1
term,621,1
19,3008,1
kevin,960,1
21,2404,1
0700,833,1
ken,265,1
work,714,1
regards,297,1
fyi,166,1
napdx,763,1
tue,2843,1
13,2751,1
14,2895,1
chris,1061,1
d,7758,1
smtp,1177,1
visit,340,1
its,3297,1
services,985,1
california,900,1
cdt,690,1
transmission,467,1
207,221,1
30,2229,1
http,10326,1
32,810,1
31,1411,1
216,290,1
contact,954,1
reply,742,1
notice,393,1
end,645,1
e,6298,1
226,558,1
esmtp,3099,1
06,2580,1
07,1559,1
hour,565,1
cannot,392,1
03,1338,1
s,13779,1
public,402,1
unverified,1541,1
change,648,1
localhost,225,1
more,2074,1
electric,449,1
program,348,1
due,607,1
237,1472,1
update,504,1
other,1679,1
mailman,3132,1
state,990,1
www,6392,1
mscnx06p,2916,1
because,832,1
office,592,1
urgent,223,1
smtprs,1531,1
technologies,1641,1
service,1688,1
html,1514,1
33,761,1
file,875,1
ca,485,1
much,643,1
56,651,1
msmbx03v,2823,1
draft,370,1
pipeline,539,1
street,570,1
thu,2631,1
41,1003,1
regarding,306,1
america,447,1
08,1772,1
00,2621,1
conference,520,1
miller,502,1
scheduled,202,1
senior,231,1
texas,717,1
north,445,1
stephanie,468,1
houston,1394,1
understand,156,1
jeff,1164,1
time,1808,1
43,638,1
28,1609,1
few,367,1
further,401,1
requested,224,1
price,1156,1
discuss,330,1
next,776,1
document,332,1
do,1794,1
g,2333,1
05,1235,1
us,2615,1
weeks,495,1
up,1988,1
new,3690,1
what,1533,1
johnson,359,1
part,466,1
xls,385,1
provide,473,1
mike,1372,1
future,328,1
key,1412,1
get,1398,1
so,1445,1
thursday,907,1
jeffrey,646,1
about,2054,1
question,292,1
meeting,1115,1
manager,603,1
help,652,1
support,455,1
like,1114,1
third,479,1
then,604,1
note,413,1
already,428,1
should,1230,1
second,326,1
being,517,1
such,794,1
status,519,1
release,395,1
risk,666,1
staff,340,1
acceptance,177,1
application,419,1
added,221,1
schedule,861,1
things,225,1
user,365,1
first,889,1
total,339,1
800,246,1
36,1088,1
37,1448,1
200,293,1
22,1937,1
23,1704,1
24,1970,1
data,830,1
16,3511,1
176,164,1
04,966,1
matt,307,1
long,610,1
59,634,1
bill,1007,1
57,711,1
tom,575,1
60,342,1
law,585,1
45,734,1
michael,1297,1
52,619,1
50,1386,1
tim,409,1
delivery,323,1
short,324,1
98,683,1
point,448,1
mark,2344,1
summary,365,1
party,650,1
mailer,872,1
iso,1137,1
charset,1349,1
meet,289,1
208,174,1
net,3470,1
172,1194,1
8859,649,1
b,8791,1
needs,284,1
updated,980,1
control,340,1
revised,233,1
internet,1077,1
immediately,190,1
possible,358,1
mail,4033,1
44,776,1
46,630,1
soon,258,1
operations,362,1
nt,213,1
distribution,361,1
effective,200,1
unknown,609,1
been,1977,1
team,1317,1
corporate,320,1
attachments,246,1
major,283,1
website,271,1
changes,411,1
deal,888,1
51,608,1
53,585,1
_,1135,1
f,3221,1
n,2518,1
o,2660,1
j,3241,1
k,1957,1
h,3084,1
w,6542,1
v,3659,1
u,2654,1
r,3200,1
q,1733,1
y,1938,1
resources,264,1
job,390,1
marketing,387,1
early,288,1
line,449,1
sure,385,1
full,379,1
august,323,1
02,2013,1
want,623,1
name,1229,1
228,503,1
co,713,1
committee,350,1
tx,344,1
natural,828,1
before,586,1
boundary,686,1
today,953,1
base64,394,1
include,404,1
gas,2670,1
mixed,354,1
disposition,515,1
org,1163,1
100,634,1
great,327,1
multipart,658,1
together,211,1
around,293,1
2653,354,1
payment,312,1
attachment,491,1
filename,311,1
jones,1169,1
she,434,1
these,1256,1
going,688,1
how,983,1
london,265,1
could,1166,1
taking,195,1
brad,268,1
south,225,1
must,395,1
michelle,790,1
financial,1301,1
executive,449,1
dan,384,1
several,336,1
legal,574,1
business,1508,1
above,300,1
employee,275,1
sheila,322,1
see,1059,1
take,694,1
brown,413,1
report,1078,1
her,295,1
working,358,1
central,279,1
some,1274,1
home,560,1
scott,856,1
development,277,1
click,760,1
follows,207,1
his,1426,1
value,596,1
three,487,1
head,262,1
directly,195,1
global,480,1
mary,712,1
hr,502,1
davis,1389,1
add,205,1
believe,259,1
share,438,1
order,478,1
below,657,1
those,682,1
past,414,1
addition,187,1
daily,630,1
continue,371,1
also,1495,1
prohibited,242,1
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,69975,1
kay,396,1
inc,1548,1
ip,340,1
contain,235,1
way,544,1
recipient,784,1
0400,399,1
per,817,1
strictly,195,1
privileged,231,1
only,952,1
copies,242,1
person,323,1
using,314,1
february,457,1
leave,228,1
2000,692,1
same,400,1
march,376,1
through,723,1
ect,1063,1
unsubscribe,442,1
otherwise,310,1
final,772,1
most,737,1
september,478,1
january,950,1
november,1129,1
owner,1907,1
recieved,497,1
forward,556,1
42,607,1
available,730,1
27,1728,1
states,307,1
18,2504,1
best,572,1
09,2069,1
october,1381,1
77,334,1
december,521,1
58,623,1
63,241,1
48,628,1
server,240,1
center,746,1
form,358,1
national,382,1
non,340,1
capacity,557,1
policy,310,1
administration,328,1
recent,310,1
during,642,1
7bit,384,1
ok,198,1
commission,598,1
products,372,1
look,444,1
buy,640,1
jim,584,1
fax,645,1
standard,283,1
customers,411,1
general,438,1
group,965,1
until,454,1
printable,427,1
reports,566,1
white,450,1
james,1060,1
andrew,396,1
still,756,1
stacey,347,1
latest,209,1
stock,1185,1
given,260,1
looking,306,1
able,352,1
quoted,473,1
right,2546,1
basis,395,1
had,1478,1
think,595,1
talk,191,1
which,1994,1
there,1488,1
plans,418,1
thought,206,1
last,1313,1
where,602,1
prior,215,1
paul,897,1
included,185,1
wednesday,1030,1
coming,193,1
own,312,1
terms,370,1
good,693,1
after,1122,1
amount,331,1
however,548,1
cost,423,1
than,1170,1
problems,256,1
start,1003,1
years,641,1
tomorrow,269,1
costs,362,1
probably,235,1
phone,526,1
longer,194,1
potential,276,1
harris,386,1
646,273,1
wed,2689,1
morning,365,1
san,294,1
news,1924,1
cell,269,1
language,262,1
having,230,1
brian,544,1
case,418,1
does,442,1
ferc,650,1
224,577,1
days,499,1
transactions,548,1
make,807,1
pay,440,1
held,259,1
product,398,1
every,288,1
changed,209,1
credit,1034,1
important,261,1
approved,230,1
interest,443,1
trade,411,1
47,586,1
charge,252,1
authorized,218,1
process,484,1
used,301,1
scheduling,362,1
importance,426,1
issue,474,1
details,380,1
give,400,1
too,420,1
international,458,1
later,230,1
expected,436,1
daniel,252,1
board,526,1
since,586,1
issues,719,1
discussed,166,1
something,215,1
sign,222,1
special,290,1
jennifer,417,1
american,365,1
craig,415,1
thomas,476,1
kimberly,530,1
laura,287,1
taylor,627,1
allen,319,1
martin,348,1
peter,376,1
susan,823,1
andy,332,1
richard,988,1
many,545,1
joe,1287,1
jr,493,1
lavorato,270,1
shapiro,332,1
city,304,1
345,249,1
lisa,865,1
once,289,1
log,349,1
web,541,1
keep,400,1
outlook,291,1
employees,551,1
whether,345,1
without,331,1
might,446,1
access,626,1
network,224,1
messaging,226,1
address,497,1
normal,477,1
alternative,321,1
jay,281,1
better,313,1
hi,270,1
gmt,244,1
place,408,1
ve,420,1
hope,286,1
europe,245,1
build,205,1
ascii,652,1
someone,217,1
found,238,1
try,189,1
down,750,1
got,274,1
purchase,347,1
trying,172,1
really,275,1
west,407,1
elizabeth,317,1
far,265,1
eric,691,1
free,993,1
government,360,1
project,642,1
markets,634,1
listed,295,1
related,434,1
called,258,1
stephen,326,1
whalley,294,1
follow,194,1
result,213,1
sales,499,1
outside,191,1
times,1877,1
either,309,1
70,223,1
source,195,1
were,1319,1
jason,322,1
karen,583,1
ll,620,1
watson,530,1
linda,412,1
kenneth,337,1
least,273,1
little,311,1
real,310,1
lay,809,1
points,359,1
firm,614,1
steffes,348,1
against,839,1
receipt,224,1
george,447,1
president,503,1
go,931,1
site,434,1
yet,258,1
0600,7016,1
members,331,1
industry,561,1
again,386,1
online,331,1
washington,357,1
director,291,1
yesterday,370,1
feel,190,1
34,714,1
dasovich,407,1
aug,743,1
people,727,1
although,192,1
proposed,280,1
post,335,1
nelson,463,1
anyone,332,1
ask,172,1
sun,683,1
2002,6723,1
close,325,1
needed,204,1
provided,322,1
gary,396,1
getting,229,1
express,162,1
v5,220,1
msmail,215,1
open,408,1
etc,176,1
left,738,1
direct,287,1
doing,222,1
upon,192,1
alan,302,1
kelly,299,1
another,459,1
read,263,1
said,2822,1
aol,1156,1
everyone,225,1
sat,586,1
wanted,222,1
hotmail,790,1
likely,301,1
afternoon,158,1
decision,290,1
affiliates,243,1
run,371,1
ancillary,207,1
sole,248,1
receiving,197,1
earlier,237,1
affiliate,215,1
66,199,1
complete,255,1
property,249,1
hereto,172,1
plan,628,1
schedules,411,1
binding,184,1
ed,263,1
less,253,1
necessary,179,1
st,340,1
four,353,1
money,408,1
including,575,1
disclosure,316,1
rate,372,1
relevant,239,1
limited,348,1
area,363,1
between,668,1
create,309,1
evidence,239,1
along,184,1
material,292,1
approval,316,1
hours,178,1
according,345,1
sell,360,1
prices,658,1
rights,647,1
default,221,1
interested,249,1
world,465,1
letter,458,1
check,279,1
larry,449,1
bob,451,1
night,374,1
asp,1611,1
asked,289,1
lot,217,1
says,567,1
clear,244,1
york,784,1
anderson,418,1
oil,669,1
hard,180,1
inline,262,1
64,317,1
windows,219,1
messages,271,1
nov,3290,1
0000,407,1
guys,156,1
lynn,378,1
bert,299,1
blair,385,1
making,213,1
wish,173,1
say,406,1
feb,1356,1
relied,174,1
enforceable,161,1
delete,276,1
estoppel,161,1
told,268,1
portland,356,1
weekend,233,1
randy,399,1
heard,371,1
oct,4111,1
dec,1998,1
frank,686,1
dean,378,1
late,245,1
2966,5123,1
westdesk,198,1
link,413,1
copyright,651,1
shelley,336,1
corman,291,1
slinger,235,1
ryan,378,1
sara,360,1
500,297,1
cst,1414,1
4712,1629,1
mar,598,1
sep,873,1
msmbx07v,2471,1
dl,357,1
pete,840,1
msapp01s,463,1
awarded,249,1
txt,213,1
parks,652,1
variances,183,1
detected,189,1
guzman,208,1
crawler,256,1
anonymous,223,1
solberg,206,1
ecthou,208,1
dserv1,893,1
meyers,246,1
geir,206,1
bps3,206,1
parsing,187,1
hourahead,489,1
0800,801,1
mier,154,1
5762,603,1
msmsw06p,394,1
msmsw04p,429,1
msmsw05p,456,1
